EGP_ID;SuperCategory;SubCategory;Level;Type;Guideword;Can-do statement;Example
93;PRONOUNS;indefinite - thing, -one, -body etc;A1;FORM;FORM: OBJECT;Can use a limited range of indefinite pronouns as objects. ;"I like doing everything at College because I love my college ? (A1 BREAKTHROUGH; 2007; Arabic - Other; Pass)

I like to eat everything. (A1 BREAKTHROUGH; 2006; Polish; Pass)

I can clean your house and cook something for you. (A1 BREAKTHROUGH; 2009; Portuguese; Pass)

If you need anything, please let me know. (A1 BREAKTHROUGH; 2009; Arabic - Other; Pass)"
94;PRONOUNS;indefinite - thing, -one, -body etc;A1;FORM;FORM: 'EVERYTHING', SUBJECT;Can use 'everything' as subject, with a singular verb. ;"I hope everything is all right. (A1 BREAKTHROUGH; 2008; Polish; Pass)

[talking about the countryside] Everything is nice and green there. (A1 BREAKTHROUGH; 2007; Slovak; Pass)"
95;QUESTIONS;yes/no;A1;FORM;FORM: MODAL VERBS;Can use a limited range of modal verbs + subject + main verb to form 'yes/no' questions.  ► can;"Can you come to dinner in my house? (A1 BREAKTHROUGH; 2008; Polish; Pass)

I can't find my CD, can you bring some music please? (A1 BREAKTHROUGH; 2008; Romanian; Pass)"
96;VERBS;prepositional;A1;FORM;FORM: VERB + PREPOSITION + OBJECT;Can use a limited range of prepositional verbs followed by noun or pronoun objects. ;"I listen to music in the living room, and also eat my breakfast, lunch and dinner. (A1 BREAKTHROUGH; 2009; Dari; Pass)

I can look after her if she needs to do shopping and cleaning. (A1 BREAKTHROUGH; 2009; Gujarati; Pass)

I like to walk in the woods and look for mushrooms. (A1 BREAKTHROUGH; 2007; Polish; Pass)"
97;VERBS;types;A1;FORM;FORM: MAIN VERBS;Can use regular and irregular main verbs in simple verb phrases. ► present simple ► past simple;"You know, I love your cooking! (A1 BREAKTHROUGH; 2006; Slovak; Pass)

I have very good friends. (A1 BREAKTHROUGH; 2009; Polish; Pass)

She comes from India. (A1 BREAKTHROUGH; 2006; Nepali; Pass)

She has long, dark hair and brown eyes. (A1 BREAKTHROUGH; 2006; Polish; Pass)

He gets up at 6 o'clock and goes to work. (A1 BREAKTHROUGH; 2006; Polish; Pass)

I heard from our neighbours about you. (A1 BREAKTHROUGH; 2009; Arabic - Other; Pass)

My grandmother lived in a village and I often went there. (A1 BREAKTHROUGH; 2007; Polish; Pass)"
98;VERBS;types;A1;FORM;FORM: LINKING VERB, 'BE';Can use linking verb 'be'. ;" I am 22 years old. (A1 BREAKTHROUGH; 2008; Bengali; Pass)

There are 4 rooms. (A1 BREAKTHROUGH; 2009; Tamil; Pass)

And I like my home because it's not too big and it's a very nice flat. (A1 BREAKTHROUGH; 2009; Tamil; Pass)

It was very nice. (A1 BREAKTHROUGH; 2007; Urdu; Pass)"
99;VERBS;types;A1;FORM;FORM: AUXILIARY VERB 'BE' ;Can use auxiliary verb 'be'. ►  present continuous;"I am writing to tell you what I do every day at college. (A1 BREAKTHROUGH; 2007; Mandarin; Pass)

I'm working today. (A1 BREAKTHROUGH; 2009; Turkish; Pass)

We are going to the park. (Somalia; A1 BREAKTHROUGH; 2010; Somali; Pass)"
100;VERBS;types;A1;FORM;FORM: MODAL AUXILIARY VERBS;Can use a limited range of modal auxiliary verbs ('can', 'will', 'would'). ;"Can you bring some music with you to the dinner. (A1 BREAKTHROUGH; 2008; Bengali; Pass)

I'll be very happy to help you. (A1 BREAKTHROUGH; 2009; Romanian; Pass)

I would like to eat some Spanish food. (A1 BREAKTHROUGH; 2006; Italian; Pass)"
101;VERBS;patterns_with to and -ing;A1;FORM;FORM: VERB + 'TO'-INFINITIVE;Can use a limited range of verbs followed by a 'to'- infinitive. ;"I like to go to the zoo. (A1 BREAKTHROUGH; 2011; Arabic - Other; Pass)

Sometimes I don't like to go out because It's very cold. (A1 BREAKTHROUGH; 2007; Tagalog; Pass)

I want to invite you for dinner. (India; A1 BREAKTHROUGH; 2010; Panjabi; Pass)"
102;VERBS;patterns_with to and -ing;A1;FORM;FORM: 'LIKE' + 'TO'-INFINITIVE OR + '-ING';Can use 'like' followed either by a 'to'-infinitive or an '-ing' form, with no change in meaning. ;"I like to work with my teacher. (A1 BREAKTHROUGH; 2007; Italian; Pass)

I don't like to eat at College. (A1 BREAKTHROUGH; 2007; Italian; Pass)

I like reading lots of magazines. (Hungary; A1 BREAKTHROUGH; 2010; Hungarian; Pass)

I don't like doing homework in college. (A1 BREAKTHROUGH; 2007; Thai; Pass)

I like learning grammar. (A1 BREAKTHROUGH; 2007; Polish; Pass)

I like travelling by car. (A1 BREAKTHROUGH; 2011; Others; Pass)"
103;VERBS;patterns_with to and -ing;A1;FORM;FORM: 'WOULD LIKE TO';Can use 'would like to' + infinitive. ;"I would like to meet you to give you some information about the Brannl State and the shops near her. (A1 BREAKTHROUGH; 2008; Arabic - Other; Pass)

I'd like to invite you on Sunday about six o'clock in the evening. (Poland; A1 BREAKTHROUGH; 2010; Polish; Pass)"
104;VERBS;there is/are;A1;FORM;FORM: 'THERE IS';Can use 'there is' + singular noun phrase as complement. ;"My home is nice, there is a nice garden. (A1 BREAKTHROUGH; 2007; Polish; Pass)

In my College there is a big library. (A1 BREAKTHROUGH; 2007; Luganda; Pass)

In my home there are two bedrooms, there's a kitchen, there's a bathroom and a living-room. (A1 BREAKTHROUGH; 2009; Spanish - Other; Pass)"
105;VERBS;there is/are;A1;FORM;FORM: 'THERE ARE';Can use 'there are' + plural noun phrase as complement.;"There are two bathrooms. (A1 BREAKTHROUGH; 2009; Farsi; Pass)

There are many shops and schools. (A1 BREAKTHROUGH; 2007; Somali; Pass)

I think, in the park there are animals. (A1 BREAKTHROUGH; 2011; Pashto; Pass)"
106;VERBS;linking;A1;FORM;FORM: 'BE' + COMPLEMENT;Can use linking verb 'be' with complements.;"Because today is my birthday. (A1 BREAKTHROUGH; 2008; Mandarin; Pass)

Martin is from Poland. (A1 BREAKTHROUGH; 2006; Polish; Pass)

My house is very clean. (A1 BREAKTHROUGH; 2009; Bengali; Pass)"
107;NEGATION;negation;A1;FORM;FORM: MAIN VERB 'BE';Can form negative statements of main verb 'be', with contracted and uncontracted forms.;"My college is not very big. (A1 BREAKTHROUGH; 2007; Polish; Pass)

I know you are not well. (A1 BREAKTHROUGH; 2009; French; Pass)

I'm not a good swimmer. (A1 BREAKTHROUGH; 2011; Romanian; Pass)

This place isn't big. (A1 BREAKTHROUGH; 2007; Lithuanian; Pass)"
108;NEGATION;negation;A1;FORM;FORM: AUXILIARY VERB 'DO', PRESENT;Can form negative statements of main verbs in the present simple with 'don't' + main verb. ► present simple ► can;"I don't have a dining room, so we eat in the living room. (A1 BREAKTHROUGH; 2009; Romanian; Pass)

We don't like other lessons, for example: French language. (A1 BREAKTHROUGH; 2007; Polish; Pass)"
109;NEGATION;negation;A1;FORM;FORM: MODAL VERB 'CAN';Can use negative form 'can't'.;"In winter, we can't go visiting because it is too cold. (A1 BREAKTHROUGH; 2011; Nepali; Pass)

I can't find my CD. (A1 BREAKTHROUGH; 2008; Romanian; Pass)"
110;ADJECTIVES;combining;A2;FORM;FORM: COMBINING TWO ADJECTIVES WITH 'BUT';Can use 'but' to join a limited range of common adjectives, after 'be'.;"The weather was cloudy but fine. (A2 WAYSTAGE; 2009; Spanish - Latin American; Pass)

It was cheap but beautiful. (Malaysia; A2 WAYSTAGE; 2008; Chinese; Pass)"
111;ADJECTIVES;comparatives;A2;FORM;FORM: + -ER;Can form comparative adjectives from adjectives of one syllable by adding '-er'.;"I played computer games with my older brother. (Vietnam; A2 WAYSTAGE; 2009; Vietnamese; Pass)

The shirt was cheaper than the trousers. (Spain; A2 WAYSTAGE; 2008; Spanish - European; Pass)

It is easy to use and it is smaller than the old one. (Spain; A2 WAYSTAGE; 2007; Spanish - European; Pass)"
112;ADJECTIVES;comparatives;A2;FORM;FORM: + -IER;Can form comparative adjectives with adjectives of two syllables ending in '-y' by changing the 'y' to an 'I' and adding '-er'.;"I like it because it's small and easier to use than other phones. (Spain; A2 WAYSTAGE; 2007; Spanish - European; Pass)

The students were happier and there were lots of stories for their parents. (A2 WAYSTAGE; 2011; French; Pass)"
113;ADJECTIVES;comparatives;A2;FORM;FORM: BEFORE NOUNS;Can use comparative adjectives attributively, before nouns. ;"I just watched a cricket match with my younger brother and my father. (India; A2 WAYSTAGE; 2007; Hindi; Pass)

I bought the shoes and the t-shirt for my older brother's party. (Mexico; A2 WAYSTAGE; 2008; Spanish - Latin American; Pass)

I want to take this course because I want to know more about computers, so that I can get a better job. (A2 WAYSTAGE; 2007; Gujarati; Pass)"
114;ADJECTIVES;comparatives;A2;FORM;FORM: COMPLEMENT OF 'BE' ;Can use comparative adjectives as a complement of 'be'.;"Sam, It would be better if you came after 4.30 p.m. (Sri Lanka; A2 WAYSTAGE; 2009; Singhalese; Pass)

You can come by bus, it's easier. (Turkey; A2 WAYSTAGE; 2009; Turkish; Pass)

You need to wear shorts and a t-shirt so you are more comfortable. (Argentina; A2 WAYSTAGE; 2008; Spanish - Latin American; Pass)"
115;ADJECTIVES;comparatives;A2;FORM;FORM: DOUBLE CONSONANT + '-ER';Can form comparative adjectives with adjectives of one syllable with a short vowel, by doubling the final consonant and adding '-er';"The rooms are all very beautiful, but I prefer my room because is bigger. (Italy; A2 WAYSTAGE; 2000; Italian; Pass)

I bought lots of T-shirts because the weather is getting hotter. (Taiwan; A2 WAYSTAGE; 2008; Chinese; Pass)"
116;ADJECTIVES;comparatives;A2;FORM;FORM: ENDING IN '-E' + '-R' ;Can form comparative adjectives with adjectives of one syllable ending in 'e', by adding '-r'.;"[talking about an alternative plan] I think it will be nicer. (France; A2 WAYSTAGE; 2003; French; Pass)

You can come by boat, but I prefer to come by aeroplane because it is safer. (Cyprus; A2 WAYSTAGE; 2009; Greek; Pass)"
117;ADJECTIVES;comparatives;A2;FORM;FORM: IRREGULAR;Can form irregular comparative adjectives.;"What colour do you think is better? (A2 WAYSTAGE; 2006; Spanish - Other; Pass)

For further information, contact Joey Hung. (Hong Kong; A2 WAYSTAGE; 1999; Chinese; Pass)"
118;ADJECTIVES;comparatives;A2;FORM;FORM: WITH 'MORE';Can form a range of comparative adjective phrases using 'more' + longer adjectives (usually three or more syllables). ;"I think you must be more careful. (Turkey; A2 WAYSTAGE; 2006; Turkish; Pass)

It was more expensive than the other clothes. (Spain; A2 WAYSTAGE; 2008; Catalan; Pass)"
119;ADJECTIVES;comparatives;A2;FORM;FORM: WITH 'THAN';Can use a comparative adjective with 'than' to compare two nouns or noun phrases.► comparative clauses;"It's smaller than my old phone and I like it because it has bluetooth and it isn't very expensive. (Spain; A2 WAYSTAGE; 2007; Spanish - European; Pass)

The weather in Thailand was hotter than Vietnam, but I was alright! (Vietnam; A2 WAYSTAGE; 2009; Vietnamese; Pass)

My new mobile is more interesting than my old mobile. (Spain; A2 WAYSTAGE; 2007; Spanish - European; Pass)"
120;ADJECTIVES;modifying;A2;FORM;FORM: WITH DEGREE ADVERBS;Can use adverbs of degree ('really', 'so', 'quite') with an increasing range of common gradable adjectives.;"It was sunny and really hot every day! (Argentina; A2 WAYSTAGE; 2009; Spanish - Latin American; Pass)

I'm so happy because we can have a party for my birthday together! (Italy; A2 WAYSTAGE; 2009; Croatian; Pass)

They are quite expensive. (Malaysia; A2 WAYSTAGE; 2008; Chinese; Pass)"
121;ADJECTIVES;modifying;A2;FORM;FORM: WITH PREPOSITIONAL PHRASE;Can form adjective phrases with a very limited range of adjectives + a prepositional phrase. ;"I think swimming is good for my body. (China; A2 WAYSTAGE; 2002; Chinese; Pass)

The house was full of people, my family and friends. (Argentina; A2 WAYSTAGE; 2004; Spanish - Latin American; Pass)"
122;ADJECTIVES;modifying;A2;FORM;FORM: WITH 'TOO';Can use 'too' with common gradable adjectives. ;"They aren't too expensive. They cost like £30. (Mexico; A2 WAYSTAGE; 2008; Spanish - Latin American; Pass)

I bought a jacket because the other one that I had was too small. (Portugal; A2 WAYSTAGE; 2008; Portuguese; Pass)"
123;ADJECTIVES;modifying;A2;FORM;FORM: WITH 'TOO' + PREPOSITIONAL PHRASE;Can use 'too' + adjective + prepositional phrase;"I bought them because I noticed that most of my clothes were too small for me. (Japan; A2 WAYSTAGE; 2008; Japanese; Pass)"
125;ADJECTIVES;position;A2;FORM;FORM: PREDICATIVE, WITH 'BE';Can use an increasing range of adjectives predicatively, after 'be'.;"Yes, I am free Monday morning. (A1 BREAKTHROUGH; 2011; Romanian; Pass)

I love her because she is friendly. (A1 BREAKTHROUGH; 2006; Bengali; Pass)"
126;ADJECTIVES;position;A2;FORM;FORM: PREDICATIVE, WITH LINKING VERBS;Can use a limited range of adjectives predicatively, after linking verbs 'look' and 'feel'.;"It is black and it looks perfect. (Cyprus; A2 WAYSTAGE; 2007; Turkish; Pass)

I bought them because I feel comfortable when I am wearing these clothes. (Malaysia; A2 WAYSTAGE; 2008; Malay; Pass)"
130;ADJECTIVES;superlatives;A2;FORM;FORM: ELLIPSIS, WITH 'THE';Can use 'the' with a limited range of superlative adjectives without a following noun, when the noun is understood.;"My relatives gave me presents but the computer game was the best. (Turkey; A2 WAYSTAGE; 2004; Turkish; Pass)

But Mark's present was the most beautiful! (Russia; A2 WAYSTAGE; 2004; Russian; Pass)"
131;ADJECTIVES;superlatives;A2;FORM;FORM: WITH '-EST';Can form superlative adjectives with adjectives of one syllable with a short vowel, by doubling the final consonant and adding '–est'.;"… it's the biggest and oldest museum in Libya. (Libya; A2 WAYSTAGE; 2001; Arabic - Meghreb; Pass)

It's the biggest room in the house. (Italy; A2 WAYSTAGE; 2000; Italian; Pass)"
132;ADJECTIVES;superlatives;A2;FORM;FORM: WITH '-EST' ;Can form superlative adjectives by adding the suffix '-est', to adjectives of one syllable.;"… it's the biggest and oldest museum in Libya. (Libya; A2 WAYSTAGE; 2001; Arabic - Meghreb; Pass)

It was the cheapest in this shop! (Spain; A2 WAYSTAGE; 2008; Spanish - European; Pass)"
133;ADJECTIVES;superlatives;A2;FORM;FORM: WITH '-EST' ;Can form superlative adjectives using the '-est' suffix, with adjectives of one syllable, and with two-syllable adjectives ending in -y.;"The easiest way to get my house is by Underground. (Brazil; A2 WAYSTAGE; 2009; Portuguese; Pass)

… you are the funniest person that I have ever seen! (Brazil; A2 WAYSTAGE; 2004; Portuguese; Pass)"
134;ADJECTIVES;superlatives;A2;FORM;FORM: WITH 'MY' OR 'YOUR';Can form a noun phrase with 'my' or 'your' + superlative adjective + noun, with a limited range of nouns and contexts. ► noun phrases;"I bought these clothes for my youngest brother .... (Malaysia; A2 WAYSTAGE; 2008; Chinese; Pass)

[talking about painting a room] Please wear your oldest clothes. (Malaysia; A2 WAYSTAGE; 2006; Chinese; Pass)"
135;ADJECTIVES;superlatives;A2;FORM;FORM: WITH '-ST' ;Can form superlative adjectives using the suffix '-st' to adjectives ending in '–e'.;"I always watch the latest music videos from there. (Malaysia; A2 WAYSTAGE; 2010; Chinese; Pass)

I like it because it's the largest. (Italy; A2 WAYSTAGE; 2004; Italian; Pass)

But the nicest thing at my party was my presents. (Brazil; A2 WAYSTAGE; 2004; Portuguese; Fail)"
136;ADJECTIVES;superlatives;A2;FORM;FORM: WITH 'THE';Can form a noun phrase with 'the' + superlative adjective + noun. ► noun phrases;"It has the latest technology. (Cyprus; A2 WAYSTAGE; 2007; Greek; Pass)

The best place is La Baule, which is Europe's biggest beach. (France; A2 WAYSTAGE; 2001; French; Pass) "
137;ADJECTIVES;superlatives;A2;FORM;FORM: WITH 'THE MOST';Can form superlative adjective phrases using 'the most', with longer adjectives of two or more syllables. ;"We love football competitions because here in Uruguay football is the most popular sport. (Uruguay; A2 WAYSTAGE; 2007; Spanish - Latin American; Pass)

It is the most famous place in Edinburgh and it is interesting too. (Hong Kong; A2 WAYSTAGE; 2001; Chinese; Pass)     

The problem was that it was the most expensive mobile in the shop. (Spain; A2 WAYSTAGE; 2007; Catalan; Pass)"
148;ADVERBS;adverbs and adverb phrases: types and meanings;A2;FORM;FORM: DEGREE, MODIFYING ADJECTIVES;Can use a range of degree adverbs to modify common gradable adjectives. ;"I'm so happy because you can come! (France; A2 WAYSTAGE; 2009; French; Pass)

[referring to a lost book] It's really important for me, because I need to do some homework. (Czech Republic; A2 WAYSTAGE; 2005; Czech; Pass)

But it is too expensive. (Turkey; A2 WAYSTAGE; 2007; Turkish; Pass)"
149;ADVERBS;adverbs and adverb phrases: types and meanings;A2;FORM;FORM: MANNER, MODIFYING VERBS;Can use a limited range of manner adverbs to modify verbs.;"I really liked it because all the candidates were professional and swam very fast. (Argentina; A2 WAYSTAGE; 2007; Spanish - Latin American; Pass)

I learned to use my phone very quickly and easily. (Turkey; A2 WAYSTAGE; 2007; Turkish; Pass)"
150;ADVERBS;adverbs and adverb phrases: types and meanings;A2;FORM;FORM: TIME and SEQUENCING, MODIFYING CLAUSES;Can use time and sequencing adverbs to modify clauses and sentences. ;"Yesterday I went shopping and bought some clothes. (Russia; A2 WAYSTAGE; 2008; Russian; Pass)

First we had dinner in my house and after we went to the pub. (Brazil; A2 WAYSTAGE; 2004; Portuguese; Pass)

I just heard about your accident. (A2 WAYSTAGE; 2008; Panjabi; Pass)

I often eat it at weekends. (Philippines; A2 WAYSTAGE; 2009; Tagalog; Pass)"
151;ADVERBS;position;A2;FORM;FORM: DEGREE, BEFORE ADJECTIVES ;Can use an increasing range of degree adverbs before an adjective.;"I'm so glad you are coming. (Mexico; A2 WAYSTAGE; 2009; Spanish - Latin American; Pass)

They are quite expensive. (Malaysia; A2 WAYSTAGE; 2008; Chinese; Pass)

The only bad thing is, it was too cold! (Taiwan; A2 WAYSTAGE; 2009; Chinese; Pass)"
